,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,Conversion Company,Conversion Country,Product,Conversion Region,Resource ID,Conversion Resource SubType,Resource Region,Resource Country,Resource Company,Conversion ID
90,0.0,0.0,0.0,0.009409170090486405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Amber Energy,Germany,Lithium Carbonate,Germany,Spot Market Spod,Spodumene,Spot Market Spod,Spot Market Spod,Spot Market Spod,CNV-1021
91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Amber Energy,Germany,Lithium Carbonate,Germany,RES-1144,Spodumene,Germany,Germany,Amber Energy,CNV-1081
92,1.7348923451596832,1.3375222960921036,1.4591373439273554,1.6634257443365665,1.7133140112744634,1.7139340452511136,1.7139340452511136,1.7139340452511136,1.7139340452511136,1.7139340452511136,1.7139340452511136,Pioneer Mining,Germany,Lithium Carbonate,Germany,Spot Market Lep,Brine,Spot Market Lep,Spot Market Lep,Spot Market Lep,CNV-1175
93,0.0,0.0,0.0,0.0,0.0,0.058834285714285714,0.15689142857142854,0.17973874285714286,0.17973874285714286,0.17973874285714286,0.17973874285714286,Ironclad Energy,Finland,Lithium Hydroxide,South America,RES-1223,Brine,South America,Finland,Ironclad Energy,CNV-1043
94,0.0,0.0,0.0,0.1451280801452923,0.39232196991698426,0.4907581518477532,0.5088440790540611,0.48889945676282515,0.5030750375731158,0.5799427108533513,0.6133879167871791,Copper Creek Group,Finland,Lithium Hydroxide,South America,Spot Market Spod,Spodumene,Spot Market Spod,Spot Market Spod,Spot Market Spod,CNV-1111
95,0.0,0.08571428571428572,0.2285714285714286,0.3475714285714286,0.4904285714285715,0.5237142857142858,0.5237142857142858,0.5237142857142858,0.5237142857142858,0.5237142857142858,0.5237142857142858,Pioneer Resources,Indonesia,Lithium Carbonate,Europe,RES-1168,Petalite,Europe,Indonesia,Pioneer Resources,CNV-1032
96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6921428571428571,1.8457142857142856,2.1144964285714285,Ironclad Industries,Japan,Lithium Carbonate,Middle East & Africa,RES-1107,Hard Rock,Middle East & Africa,Japan,Ironclad Industries,CNV-1221
97,0.253922608079074,0.39945224895999526,0.4761469680313252,0.6266894369910345,0.8916408407204187,1.115359436017621,1.156463816031957,1.1111351290064209,1.1433523581207174,1.3180516155757986,1.3940634472435889,Silverridge Industries,Germany,Lithium Carbonate,Germany,Spot Market Spod,Spodumene,Spot Market Spod,Spot Market Spod,Spot Market Spod,CNV-1253
98,0.2004652169045321,0.5991783734399929,0.7142204520469878,0.9400341554865518,1.3374612610806282,1.6730391540264316,1.7346957240479355,1.6667026935096312,1.715028537181076,1.9770774233636979,2.0910951708653833,Silverridge Industries,Germany,Lithium Carbonate,Germany,Spot Market Spod,Spodumene,Spot Market Spod,Spot Market Spod,Spot Market Spod,CNV-1166
99,0.0,0.0,0.0,0.07683185840707965,0.20488495575221238,0.23472132743362834,0.23472132743362834,0.23472132743362834,0.23472132743362834,0.23472132743362834,0.23472132743362834,Cobalt Bay Corp,Poland,Lithium Hydroxide,South America,RES-1215,Spodumene,South America,Poland,Cobalt Bay Corp,CNV-1049
100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6921428571428571,1.8457142857142856,2.1144964285714285,Frontier Holdings,Japan,Lithium Carbonate,Middle East & Africa,RES-1158,Hard Rock,Middle East & Africa,Japan,Frontier Holdings,CNV-1221
101,0.0,0.0,0.0,0.0,0.0,0.04285714285714286,0.1142857142857143,0.13092857142857142,0.13092857142857142,0.13092857142857142,0.13092857142857142,Frontier Metals,Indonesia,Lithium Carbonate,Europe,RES-1010,Petalite,Europe,Indonesia,Frontier Metals,CNV-1230
102,0.0,0.0,0.0,2.142857142857143,5.714285714285714,6.546428571428572,6.546428571428572,6.546428571428572,6.546428571428572,6.546428571428572,6.546428571428572,Titan Corp,Indonesia,Lithium Carbonate,Europe,RES-1212,Petalite,Europe,Indonesia,Titan Corp,CNV-1008
103,0.0,0.0,0.0,0.21428571428571427,0.5714285714285714,0.6546428571428571,0.6546428571428571,0.6546428571428571,0.6546428571428571,0.6546428571428571,0.6546428571428571,Titan Corp,Japan,Lithium Carbonate,Middle East & Africa,RES-1231,Pegmatite,Middle East & Africa,Japan,Titan Corp,CNV-1035
104,0.0,0.34285714285714286,0.9142857142857144,1.0474285714285716,1.0474285714285716,1.0474285714285716,1.0474285714285716,1.0474285714285716,1.0474285714285716,1.0474285714285716,1.0474285714285716,Silverridge Minerals,Sweden,Lithium Carbonate,Europe,RES-1063,Petalite,Europe,Sweden,Silverridge Minerals,CNV-1084
105,0.0,0.0,0.0,0.0,0.46247142857142853,1.233257142857143,2.4579885,4.199885642857143,4.605747677142857,4.605747677142857,4.605747677142857,Northstar Metals,Japan,Lithium Carbonate,Middle East & Africa,RES-1145,Petalite,Middle East & Africa,Japan,Northstar Metals,CNV-1051
106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19714285714285712,0.5257142857142858,0.6022714285714287,Titan Resources,Morocco,Lithium Carbonate,Europe,RES-1255,Hard Rock,Europe,Morocco,Titan Resources,CNV-1024
107,0.126961304039537,0.19972612447999763,0.23807348401566245,0.31334471849551726,0.44582042036020936,0.5576797180088106,0.5782319080159787,0.5555675645032104,0.5716761790603588,0.6590258077878992,0.6970317236217944,Crescent Corp,Germany,Lithium Carbonate,Germany,Spot Market Spod,Spodumene,Spot Market Spod,Spot Market Spod,Spot Market Spod,CNV-1086
108,0.055862973777396276,0.08787949477119895,0.10475233296689147,0.1378716761380276,0.19616098495849213,0.2453790759238766,0.2544220395270306,0.24444972838141257,0.2515375187865579,0.2899713554266756,0.30669395839358954,Crescent Corp,Germany,Lithium Hydroxide,Germany,Spot Market Spod,Spodumene,Spot Market Spod,Spot Market Spod,Spot Market Spod,CNV-1234
109,0.0,0.8571428571428571,2.2857142857142856,2.6185714285714283,2.6185714285714283,2.6185714285714283,2.6185714285714283,2.6185714285714283,2.6185714285714283,2.6185714285714283,2.6185714285714283,Pioneer Energy,Germany,Lithium Carbonate,Germany,RES-1103,Petalite,Germany,Germany,Pioneer Energy,CNV-1150
110,0.0,0.0,0.11314285714285714,0.3017142857142857,0.34565142857142855,0.34565142857142855,0.34565142857142855,0.34565142857142855,0.34565142857142855,0.34565142857142855,0.34565142857142855,Blue Horizon Corp,DR Congo,Lithium Hydroxide,South America,RES-1060,Spodumene,South America,DR Congo,Blue Horizon Corp,CNV-1105
111,0.0,0.0,0.0,0.0,0.14791403286978508,0.39443742098609375,0.4518773704171935,0.4518773704171935,0.4518773704171935,0.4518773704171935,0.4518773704171935,Atlas Materials,United Kingdom,Lithium Hydroxide,South America,RES-1172,Brine,South America,United Kingdom,Atlas Materials,CNV-1044
112,0.0,0.022865031875643288,0.05255654803631082,0.06021009534409858,0.06021009534409859,0.09360947651663727,0.09360947651663722,0.09360947651663724,0.09360947651663724,0.09360947651663723,0.09360947651663724,Pioneer Industries,Germany,Lithium Carbonate,Germany,RES-1213,Spodumene,Bolivia,Bolivia,Cascade Corp,CNV-1058
113,0.03592552264808362,0.03660355774207351,0.031550742820422584,0.031550742820422584,0.03155074282042259,0.03155074282042259,0.03155074282042258,0.03155074282042259,0.0315507428204226,0.03155074282042259,0.0315507428204226,Pioneer Industries,Germany,Lithium Carbonate,Germany,RES-1152,Spodumene,Germany,Germany,Pioneer Industries,CNV-1058
114,0.1705427672655301,0.17376148122454182,0.14977516242661956,0.14977516242661956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pioneer Industries,Germany,Lithium Carbonate,Germany,RES-1017,Spodumene,Bolivia,Bolivia,Silverridge Mining,CNV-1058
115,0.02077784513756756,0.08551199393740515,0.1018158300385461,0.1322396510149578,0.23734888504751678,0.28317675598626657,0.29361267880487485,0.28210425369051084,0.2902838325176081,0.3346379370347799,0.35393645481583996,Pioneer Industries,Germany,Lithium Carbonate,Germany,Spot Market Spod,Spodumene,Spot Market Spod,Spot Market Spod,Spot Market Spod,CNV-1058
116,0.0,0.023474766058993773,0.05395805598394577,0.06181569788660788,0.06181569788660789,0.09610572922374758,0.09610572922374756,0.09610572922374759,0.09610572922374758,0.09610572922374758,0.09610572922374758,Pioneer Industries,Germany,Lithium Hydroxide,Germany,RES-1213,Spodumene,Bolivia,Bolivia,Cascade Corp,CNV-1174
117,0.036883536585365854,0.03757965261519546,0.03239209596230052,0.03239209596230052,0.03239209596230053,0.03239209596230053,0.03239209596230051,0.032392095962300534,0.03239209596230053,0.03239209596230053,0.032392095962300534,Pioneer Industries,Germany,Lithium Hydroxide,Germany,RES-1152,Spodumene,Germany,Germany,Pioneer Industries,CNV-1174
118,0.17509057439261094,0.17839512072386296,0.1537691667579961,0.1537691667579961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pioneer Industries,Germany,Lithium Hydroxide,Germany,RES-1017,Spodumene,Bolivia,Bolivia,Silverridge Mining,CNV-1174
119,0.0213319210079027,0.08779231377573594,0.10453091883957401,0.13576604170869003,0.24367818864878385,0.2907281361459003,0.30144235023967153,0.2896270337889245,0.29802473471807767,0.3435616153557074,0.3633747602775957,Pioneer Industries,Germany,Lithium Hydroxide,Germany,Spot Market Spod,Spodumene,Spot Market Spod,Spot Market Spod,Spot Market Spod,CNV-1174
120,0.0,0.038108386459405494,0.08759424672718473,0.100350158906831,0.100350158906831,0.15601579419439546,0.1560157941943954,0.15601579419439543,0.15601579419439543,0.15601579419439543,0.15601579419439543,Pioneer Industries,Germany,Lithium Carbonate,Germany,RES-1213,Spodumene,Bolivia,Bolivia,Cascade Corp,CNV-1028
121,0.05987587108013938,0.061005929570122526,0.05258457136737099,0.05258457136737099,0.05258457136737099,0.052584571367371005,0.052584571367370984,0.052584571367371,0.052584571367371,0.05258457136737099,0.052584571367371,Pioneer Industries,Germany,Lithium Carbonate,Germany,RES-1152,Spodumene,Germany,Germany,Pioneer Industries,CNV-1028
122,0.2842379454425502,0.28960246870756984,0.2496252707110327,0.2496252707110327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pioneer Industries,Germany,Lithium Carbonate,Germany,RES-1017,Spodumene,Bolivia,Bolivia,Silverridge Mining,CNV-1028
123,0.034629741895945934,0.1425199898956753,0.16969305006424357,0.2203994183582631,0.39558147507919467,0.47196125997711114,0.48935446467479154,0.47017375615085155,0.4838063875293469,0.5577298950579667,0.5898940913597334,Pioneer Industries,Germany,Lithium Carbonate,Germany,Spot Market Spod,Spodumene,Spot Market Spod,Spot Market Spod,Spot Market Spod,CNV-1028
124,0.0,0.06707076016855366,0.1541658742398451,0.17661627967602253,0.1766162796760226,0.274587797782136,0.27458779778213593,0.274587797782136,0.27458779778213593,0.27458779778213593,0.274587797782136,Pioneer Industries,Germany,Lithium Hydroxide,Germany,RES-1213,Spodumene,Bolivia,Bolivia,Cascade Corp,CNV-1209
125,0.20022491289198605,0.10737043604341565,0.09254884560657294,0.09254884560657294,0.09254884560657295,0.09254884560657295,0.09254884560657292,0.09254884560657296,0.09254884560657295,0.09254884560657295,0.09254884560657296,Pioneer Industries,Germany,Lithium Hydroxide,Germany,RES-1152,Spodumene,Germany,Germany,Pioneer Industries,CNV-1209
126,0.9504916895598878,0.5097003449253228,0.4393404764514175,0.4393404764514175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pioneer Industries,Germany,Lithium Hydroxide,Germany,RES-1017,Spodumene,Bolivia,Bolivia,Silverridge Mining,CNV-1209
127,0.11580185690004322,0.25083518221638845,0.29865976811306866,0.38790297631054305,0.6962233961393827,0.8306518175597154,0.861263857827633,0.8275058108254988,0.8514992420516504,0.9816046153020211,1.0382136007931309,Pioneer Industries,Germany,Lithium Hydroxide,Germany,Spot Market Spod,Spodumene,Spot Market Spod,Spot Market Spod,Spot Market Spod,CNV-1209
128,0.0,0.1006061402528305,0.23124881135976763,0.26492441951403384,0.26492441951403384,0.411881696673204,0.4118816966732039,0.411881696673204,0.4118816966732039,0.4118816966732039,0.411881696673204,Pioneer Industries,Germany,Lithium Hydroxide,Germany,RES-1213,Spodumene,Bolivia,Bolivia,Cascade Corp,CNV-1114
129,0.15807229965156794,0.16105565406512348,0.1388232684098594,0.13882326840985942,0.13882326840985942,0.13882326840985942,0.1388232684098594,0.13882326840985942,0.13882326840985942,0.13882326840985942,0.13882326840985945,Pioneer Industries,Germany,Lithium Hydroxide,Germany,RES-1152,Spodumene,Germany,Germany,Pioneer Industries,CNV-1114
130,0.7503881759683324,0.7645505173879842,0.6590107146771261,0.6590107146771264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pioneer Industries,Germany,Lithium Hydroxide,Germany,RES-1017,Spodumene,Bolivia,Bolivia,Silverridge Mining,CNV-1114
131,0.09142251860529726,0.3762527733245827,0.44798965216960296,0.5818544644658145,1.0443350942090739,1.2459777263395733,1.2918957867414496,1.241258716238248,1.2772488630774759,1.4724069229530319,1.557320401189696,Pioneer Industries,Germany,Lithium Hydroxide,Germany,Spot Market Spod,Spodumene,Spot Market Spod,Spot Market Spod,Spot Market Spod,CNV-1114
132,0.0,0.03530040008871246,0.1541658742398451,0.17661627967602253,0.1766162796760226,0.274587797782136,0.27458779778213593,0.274587797782136,0.27458779778213593,0.27458779778213593,0.274587797782136,Pioneer Industries,Germany,Lithium Hydroxide,Germany,RES-1213,Spodumene,Bolivia,Bolivia,Cascade Corp,CNV-1235
133,0.0,0.05651075581232402,0.09254884560657294,0.09254884560657294,0.09254884560657295,0.09254884560657295,0.09254884560657292,0.09254884560657296,0.09254884560657295,0.09254884560657295,0.09254884560657296,Pioneer Industries,Germany,Lithium Hydroxide,Germany,RES-1152,Spodumene,Germany,Germany,Pioneer Industries,CNV-1235
134,0.0,0.26826333943438047,0.4393404764514175,0.4393404764514175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pioneer Industries,Germany,Lithium Hydroxide,Germany,RES-1017,Spodumene,Bolivia,Bolivia,Silverridge Mining,CNV-1235
135,0.0,0.13201851695599395,0.29865976811306866,0.38790297631054305,0.6962233961393827,0.8306518175597154,0.861263857827633,0.8275058108254988,0.8514992420516504,0.9816046153020211,1.0382136007931309,Pioneer Industries,Germany,Lithium Hydroxide,Germany,Spot Market Spod,Spodumene,Spot Market Spod,Spot Market Spod,Spot Market Spod,CNV-1235
136,0.0,0.019274820730257197,0.08417807110482449,0.09643650270946458,0.09643650270946458,0.149931178220814,0.14993117822081395,0.149931178220814,0.149931178220814,0.149931178220814,0.149931178220814,Pioneer Industries,Germany,Lithium Metal,Germany,RES-1213,Spodumene,Bolivia,Bolivia,Cascade Corp,CNV-1096
137,0.0,0.030856157008888285,0.050533773084043505,0.05053377308404351,0.05053377308404352,0.05053377308404353,0.050533773084043505,0.05053377308404353,0.05053377308404353,0.05053377308404352,0.05053377308404353,Pioneer Industries,Germany,Lithium Metal,Germany,RES-1152,Spodumene,Germany,Germany,Pioneer Industries,CNV-1096
138,0.0,0.14647788022524977,0.23988988515330237,0.2398898851533024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pioneer Industries,Germany,Lithium Metal,Germany,RES-1017,Spodumene,Bolivia,Bolivia,Silverridge Mining,CNV-1096
139,0.0,0.0720851106788126,0.16307502111173802,0.2118038410422908,0.38015379755110607,0.4535547708380037,0.4702696405524746,0.4518369796609683,0.46493793841570236,0.5359784291507059,0.5668882217967036,Pioneer Industries,Germany,Lithium Metal,Germany,Spot Market Spod,Spodumene,Spot Market Spod,Spot Market Spod,Spot Market Spod,CNV-1096
140,0.0,0.0,0.0,0.0,0.17657142857142857,0.4708571428571429,0.5394257142857143,0.5394257142857143,0.5394257142857143,0.5394257142857143,0.5394257142857143,Northstar Corp,Japan,Lithium Hydroxide,Middle East & Africa,RES-1263,Hard Rock,Middle East & Africa,Japan,Northstar Corp,CNV-1167
141,2.6185714285714283,2.6185714285714283,2.6185714285714283,2.6185714285714283,2.6185714285714283,2.6185714285714283,2.6185714285714283,2.6185714285714283,2.6185714285714283,2.6185714285714283,2.6185714285714283,Ironclad Corp,Germany,Lithium Carbonate,Germany,RES-1020,Petalite,Germany,Germany,Ironclad Corp,CNV-1203
142,0.5846902159715519,1.2982198091199846,1.5474776461018058,2.0367406702208624,2.89783273234136,3.624918167057267,3.7585074021038616,3.6111891692708684,3.7158951638923328,4.283667750621346,4.530706203541665,Redwood Industries,Germany,Lithium Carbonate,Germany,Spot Market Spod,Spodumene,Spot Market Spod,Spot Market Spod,Spot Market Spod,CNV-1098
143,0.11172594755479255,0.1757589895423979,0.20950466593378295,0.2757433522760552,0.3923219699169841,0.49075815184775307,0.5088440790540611,0.48889945676282526,0.5030750375731158,0.5799427108533514,0.6133879167871792,Redwood Industries,Germany,Lithium Hydroxide,Germany,Spot Market Spod,Spodumene,Spot Market Spod,Spot Market Spod,Spot Market Spod,CNV-1251
144,0.19639285714285712,0.19639285714285712,0.19639285714285712,0.19639285714285712,0.19639285714285712,0.19639285714285712,0.19639285714285712,0.19639285714285712,0.19639285714285712,0.19639285714285712,0.19639285714285712,Horizon Energy,Spain,Lithium Carbonate,Europe,RES-1130,Spodumene,Europe,Spain,Horizon Energy,CNV-1254
145,1.8262024685891405,2.675044592184207,2.918274687854711,3.326851488673133,3.4266280225489267,3.427868090502227,3.427868090502227,3.427868090502227,3.427868090502227,3.427868090502227,3.427868090502227,Cascade Energy,Germany,Lithium Carbonate,Germany,Spot Market Lep,Brine,Spot Market Lep,Spot Market Lep,Spot Market Lep,CNV-1118
146,0.126961304039537,0.19972612447999763,0.2380734840156626,0.31334471849551726,0.44582042036020925,0.5576797180088106,0.5782319080159785,0.5555675645032104,0.5716761790603588,0.6590258077878992,0.6970317236217946,Cascade Energy,Germany,Lithium Carbonate,Germany,Spot Market Spod,Spodumene,Spot Market Spod,Spot Market Spod,Spot Market Spod,CNV-1003
147,0.11172594755479255,0.1757589895423979,0.20950466593378309,0.2757433522760552,0.3923219699169841,0.4907581518477532,0.508844079054061,0.48889945676282515,0.5030750375731158,0.5799427108533513,0.6133879167871792,Cascade Energy,Germany,Lithium Hydroxide,Germany,Spot Market Spod,Spodumene,Spot Market Spod,Spot Market Spod,Spot Market Spod,CNV-1093
148,0.0,0.42857142857142855,1.1428571428571428,1.3092857142857142,1.5235714285714284,1.8807142857142856,1.9639285714285712,1.9639285714285712,1.9639285714285712,1.9639285714285712,1.9639285714285712,Cascade Resources,Indonesia,Lithium Carbonate,Europe,RES-1225,Petalite,Europe,Indonesia,Cascade Resources,CNV-1022
149,0.0,0.0,0.0,0.0,0.9,2.4,2.7495000000000003,2.7495000000000003,2.7495000000000003,2.7495000000000003,2.7495000000000003,Cascade Resources,Indonesia,Lithium Carbonate,Europe,RES-1040,Petalite,Europe,Indonesia,Cascade Resources,CNV-1241
150,0.0,0.0,0.0,1.2857142857142858,3.4285714285714284,3.927857142857143,3.927857142857143,5.213571428571429,7.356428571428572,7.855714285714286,7.855714285714286,Cascade Resources,Japan,Lithium Carbonate,Middle East & Africa,RES-1135,Hard Rock,Middle East & Africa,Japan,Cascade Resources,CNV-1207
151,0.0,0.04204760515368371,0.09522939360626503,0.1253378873982069,0.1783281681440838,0.2230718872035242,0.2312927632063914,0.2222270258012842,0.22867047162414345,0.26361032311515964,0.2788126894487178,Falcon Materials,Serbia,Lithium Carbonate,Middle East & Africa,Spot Market Spod,Spodumene,Spot Market Spod,Spot Market Spod,Spot Market Spod,CNV-1258
152,0.0,0.0,0.0,0.4824308948530888,1.45671947039307,1.4567194703930701,1.45671947039307,1.4567194703930701,1.45671947039307,1.45671947039307,1.4567194703930697,Silverridge Group,Germany,Lithium Hydroxide,Germany,RES-1238,Spodumene,North America,China,Amber Mining,CNV-1079
153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Silverridge Group,Germany,Lithium Hydroxide,Germany,RES-1017,Spodumene,Bolivia,Bolivia,Silverridge Mining,CNV-1079
154,0.0,0.0,0.0,0.3593381761067392,0.5462698013974012,0.5462698013974012,0.5462698013974012,0.5462698013974012,0.5462698013974012,0.5462698013974012,0.5462698013974012,Silverridge Group,Germany,Lithium Hydroxide,Germany,RES-1165,Spodumene,Bolivia,Bolivia,Falcon Holdings,CNV-1079
155,0.0,0.0,0.0,0.676416138972071,1.695951331724398,2.1214767588899424,2.1996596155306216,2.113441887926126,2.174720880683697,2.507008753559531,2.6515875584510193,Silverridge Group,Germany,Lithium Hydroxide,Germany,Spot Market Spod,Spodumene,Spot Market Spod,Spot Market Spod,Spot Market Spod,CNV-1079
156,0.0,0.0,0.0,0.4020257457109073,1.2139328919942252,1.2139328919942252,1.2139328919942252,1.2139328919942252,1.2139328919942247,1.2139328919942252,1.2139328919942247,Silverridge Group,Germany,Lithium Hydroxide,Germany,RES-1238,Spodumene,North America,China,Amber Mining,CNV-1240
157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Silverridge Group,Germany,Lithium Hydroxide,Germany,RES-1017,Spodumene,Bolivia,Bolivia,Silverridge Mining,CNV-1240
158,0.0,0.0,0.0,0.29944848008894936,0.45522483449783435,0.45522483449783435,0.45522483449783435,0.45522483449783435,0.45522483449783435,0.45522483449783435,0.4552248344978343,Silverridge Group,Germany,Lithium Hydroxide,Germany,RES-1165,Spodumene,Bolivia,Bolivia,Falcon Holdings,CNV-1240
159,0.0,0.0,0.0,0.5636801158100592,1.4132927764369982,1.7678972990749522,1.8330496796088516,1.7612015732717716,1.8122674005697477,2.0891739612996094,2.2096562987091826,Silverridge Group,Germany,Lithium Hydroxide,Germany,Spot Market Spod,Spodumene,Spot Market Spod,Spot Market Spod,Spot Market Spod,CNV-1240
160,0.0,0.0,0.0,0.381924458425362,0.6069664459971126,0.6069664459971126,0.6069664459971126,0.6069664459971126,0.6069664459971124,0.6069664459971126,0.6069664459971124,Silverridge Group,Germany,Lithium Hydroxide,Germany,RES-1238,Spodumene,North America,China,Amber Mining,CNV-1123
161,0.7635219293094709,0.582687788157228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Silverridge Group,Germany,Lithium Hydroxide,Germany,RES-1017,Spodumene,Bolivia,Bolivia,Silverridge Mining,CNV-1123
162,0.890108639650659,0.6865908983055004,0.4991214442583387,0.28447605608450194,0.22761241724891718,0.22761241724891718,0.22761241724891718,0.22761241724891718,0.22761241724891718,0.22761241724891718,0.22761241724891715,Silverridge Group,Germany,Lithium Hydroxide,Germany,RES-1165,Spodumene,Bolivia,Bolivia,Falcon Holdings,CNV-1123
163,0.12461701056658789,0.25260202222169587,0.4362044997533435,0.5354961100195562,0.7066463882184991,0.8839486495374761,0.9165248398044258,0.8806007866358858,0.9061337002848738,1.0445869806498047,1.1048281493545913,Silverridge Group,Germany,Lithium Hydroxide,Germany,Spot Market Spod,Spodumene,Spot Market Spod,Spot Market Spod,Spot Market Spod,CNV-1123
164,0.0,0.0,0.0,0.381924458425362,0.6069664459971126,0.6069664459971126,0.6069664459971126,0.6069664459971126,0.6069664459971124,0.6069664459971126,0.6069664459971124,Silverridge Group,Germany,Lithium Hydroxide,Germany,RES-1238,Spodumene,North America,China,Amber Mining,CNV-1260
165,0.40185364700498477,0.582687788157228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Silverridge Group,Germany,Lithium Hydroxide,Germany,RES-1017,Spodumene,Bolivia,Bolivia,Silverridge Mining,CNV-1260
166,0.4684782313950837,0.6865908983055004,0.4991214442583387,0.28447605608450194,0.22761241724891718,0.22761241724891718,0.22761241724891718,0.22761241724891718,0.22761241724891718,0.22761241724891718,0.22761241724891715,Silverridge Group,Germany,Lithium Hydroxide,Germany,RES-1165,Spodumene,Bolivia,Bolivia,Falcon Holdings,CNV-1260
167,0.06558790029820416,0.25260202222169587,0.4362044997533435,0.5354961100195562,0.7066463882184991,0.8839486495374761,0.9165248398044258,0.8806007866358858,0.9061337002848738,1.0445869806498047,1.1048281493545913,Silverridge Group,Germany,Lithium Hydroxide,Germany,Spot Market Spod,Spodumene,Spot Market Spod,Spot Market Spod,Spot Market Spod,CNV-1260
168,0.0,0.34285714285714286,0.9142857142857144,1.0474285714285716,1.0474285714285716,1.0474285714285716,1.0474285714285716,1.0474285714285716,1.0474285714285716,1.0474285714285716,1.0474285714285716,Atlas Resources,Germany,Lithium Carbonate,Germany,RES-1218,Petalite,Germany,Germany,Atlas Resources,CNV-1210
169,0.0,0.0,2.142857142857143,5.714285714285714,6.546428571428572,6.546428571428572,6.546428571428572,6.546428571428572,6.546428571428572,6.546428571428572,6.546428571428572,Atlas Resources,Germany,Lithium Carbonate,Germany,RES-1128,Petalite,Germany,Germany,Atlas Resources,CNV-1131
170,0.0,0.0,0.0,0.0,0.0,0.873990857142857,2.330642285714286,2.6700420685714286,2.6700420685714286,2.6700420685714286,2.6700420685714286,Vantage Metals,Serbia,Lithium Hydroxide,Middle East & Africa,RES-1122,Spodumene,Middle East & Africa,Serbia,Vantage Metals,CNV-1031
171,0.0,0.0,0.8571428571428571,2.2857142857142856,2.6185714285714283,2.6185714285714283,2.6185714285714283,2.6185714285714283,2.6185714285714283,2.6185714285714283,2.6185714285714283,Atlas Industries,Indonesia,Lithium Carbonate,Europe,RES-1149,Petalite,Europe,Indonesia,Atlas Industries,CNV-1143
172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27600857142857144,0.7360228571428573,0.843206185714286,Sierra Metals,Japan,Lithium Carbonate,Middle East & Africa,RES-1012,Hard Rock,Middle East & Africa,Japan,Sierra Metals,CNV-1153
173,0.0,0.0,0.15085714285714286,0.4022857142857144,0.4608685714285715,0.4608685714285715,0.4608685714285715,0.4608685714285715,0.4608685714285715,0.4608685714285715,0.4608685714285715,Stonebridge Energy,Japan,Lithium Hydroxide,Middle East & Africa,RES-1232,Lepidolite,Middle East & Africa,Japan,Stonebridge Energy,CNV-1045
174,0.0,0.0,0.5245714285714286,1.398857142857143,1.6025657142857141,1.6025657142857141,1.6025657142857141,1.6025657142857141,1.6025657142857141,1.6025657142857141,1.6025657142857141,Meridian Corp,Indonesia,Lithium Carbonate,Europe,RES-1080,Petalite,Europe,Indonesia,Meridian Corp,CNV-1119
175,0.11760626058399218,0.3515179790847958,0.41900933186756617,0.5514867045521104,0.7846439398339685,0.9815163036955064,1.0176881581081223,0.9777989135256503,1.0061500751462316,1.1598854217067025,1.2267758335743582,Blue Horizon Group,Germany,Lithium Hydroxide,Germany,Spot Market Spod,Spodumene,Spot Market Spod,Spot Market Spod,Spot Market Spod,CNV-1186
176,20.68642857142857,27.561000000000003,34.428942857142864,35.92680000000001,35.92680000000001,35.92680000000001,35.92680000000001,35.92680000000001,35.92680000000001,35.92680000000001,35.92680000000001,Titan Holdings,Vietnam,Lithium Carbonate,Europe,RES-1191,Petalite,Europe,Vietnam,Titan Holdings,CNV-1046
177,20.68642857142857,27.561000000000003,34.428942857142864,35.92680000000001,35.92680000000001,35.92680000000001,35.92680000000001,35.92680000000001,35.92680000000001,35.92680000000001,35.92680000000001,Titan Holdings,Vietnam,Lithium Carbonate,Europe,RES-1191,Petalite,Germany,Germany,Titan Holdings,CNV-1046
178,0.0,0.0,0.0,1.0714285714285714,2.857142857142857,3.273214285714286,3.273214285714286,3.273214285714286,3.273214285714286,3.273214285714286,3.273214285714286,Titan Holdings,Bolivia,Lithium Hydroxide,Bolivia,RES-1015,Spodumene,Bolivia,Bolivia,Titan Holdings,CNV-1147
179,0.0,0.0,0.0,0.8860391600902944,2.4278657839884494,2.91343894078614,2.91343894078614,2.91343894078614,2.91343894078614,2.91343894078614,2.91343894078614,Falcon Mining,Germany,Lithium Hydroxide,Germany,RES-1101,Spodumene,Bolivia,Bolivia,Crescent Energy,CNV-1005
